,Unnamed: 0,title,year,journal,authors,links,abstract
563,563,Linear growth arrest without weight gain due to overuse of topical clobetasol,2014,Oman Med J,Zahra Razavi,https://doi.org/10.5001/omj.2014.118,"Prolonged potent topical glucocorticoid therapy in infants can cause iatrogenic Cushing's syndrome. This case highlights the rarity of poor weight gain in iatrogenic Cushing's syndrome. A 17-month-old boy was referred to outpatients pediatric endocrine clinic for evaluation of growth failure. On presentation his weight was 9.7kg (5th percentile) and height was 72cm (-3.6 SD below mean for age and sex). Systemic examination revealed grossly moon-like face, hypertrichosis and thin skin in the genital area. His mother reported using local clobetasol for the previous seven months for his diaper dermatitis. Baseline plasma cortisol was low (0.3ng/ml, normal range: 60 to 280ng/ml). During standard dose of synthetic adrenocorticotropic hormone test, the peak cortisol level was 0.4ng/ml (N>180ng/ml) and was consistent with hypothalamic-pituitary-adrenal axis suppression. The patient's clinical presentation and laboratory investigations confirmed the diagnosis of secondary adrenal insufficiency and iatrogenic Cushing's syndrome. He was treated successfully by discontinuing use of clobetasol. His appearance and growth returned to normal within two months. Morning cortisol was 101.2ng/ml after stopping the oral physiologic dose of hydrocortisone. Our case differed from other reports of iatrogenic Cushing's syndrome by presenting in poor weight gain rather than obesity."
564,564,Six children with allergic contact dermatitis to methylisothiazolinone in wet wipes (baby wipes),2014,Pediatrics,Mary Wu Chang,https://doi.org/10.1542/peds.2013-1453,"Methylchloroisothiazolinone/methylisothiazolinone (MCI/MI) is a combination preservative used in personal care and household products and is a common cause of allergic contact dermatitis (ACD). Recently, MI alone, without MCI, has been increasingly used in consumer products in attempts to minimize allergic reactions. Wet wipes are extensively tested and traditionally believed to be innocuous. MI in wet wipes (""baby wipes"") has not been previously reported to cause ACD in children in the United States. Only 1 previous report of ACD in a child in Belgium has been recently reported. We report 6 children with chronic, perianal/buttock, and facial eczematous dermatitis, refractory to multiple topical and oral antibiotics and corticosteroids. All tested positive to MCI/MI on patch testing. None wore diapers. All patients had been using wet wipes containing MI (without MCI) to affected areas. Discontinuation of wipes resulted in rapid and complete resolution. This is the first report of pediatric ACD to MI in wet wipes in the United States, and the largest series to date. ACD to MI in wet wipes is frequently misdiagnosed as eczema, impetigo, or psoriasis. Wet wipes are increasingly marketed in personal care products for all ages, and MI exposure and sensitization will likely increase. Dermatitis of the perianal, buttock, facial, and hand areas with a history of wet wipe use should raise suspicion of ACD to MI and prompt appropriate patch testing. Rapid resolution occurs after the allergen exposure is eliminated. All isothiozolinones should be avoided in personal care and household products for these patients."
565,565,Dry skin in home care: A representative prevalence study,2018,J Tissue Viability,A Lichterfeld-Kottner,https://doi.org/10.1016/j.jtv.2018.07.001,"Aims and objectives: To measure the prevalence and severity of dry skin in the home care nursing setting in Germany and to determine demographic and health characteristics associated with skin dryness.
Background: Advanced age and skin care dependency are risk factors for the development of skin dryness. Dry skin has a negative impact on the quality of life and increases the risk for secondary cutaneous infections and other adverse skin conditions. The prevalence of dry skin in home care is unknown.
Design: A representative multicenter prevalence study was conducted in home care services in Germany during July 2015.
Methods: A random selection of home care services and clients was performed. Nurses, who were instructed how to perform the data collection using standardized forms, performed data collection. Demographic, functional and health variables were documented and analyzed.
Results: More than half of all participating clients (n = 923; median age 83 years (range 21-104)) were affected by dry skin (51.7 (95% CI 48.5 to 54.9). The most often affected skin areas were the distal extremities. Males and immobile clients were more often affected than females and mobile clients. In the adjusted analysis pruritus and the presence of incontinence-associated dermatitis were most strongly associated with dry skin.
Conclusion: Dry skin occurs widely in home care and is strongly associated with pruritus. Fundamental skin care is an easy but powerful nursing intervention to treat this condition successfully. Preventive skin care strategies need to be implemented in the home care setting to improve skin health and integrity either by nurses and/or informal caregivers."
566,566,"Non-nutritional ""paramedical"" usage of human milk - knowledge and opinion of breastfeeding mothers in Poland",2020,Ginekol Pol,Karolina Karcz,https://doi.org/10.5603/gp.2020.0021,"Objectives: The objective of this study is to understand knowledge, attitudes and practices of non-nutritional breast milk use among lactating women in respect of skin diseases and other frequent ailments.
Material and methods: The study, in the form of a questionnaire, spread on social media, was targeted at breastfeeding women. The questionnaire consisted of questions regarding the knowledge of non-nutritional usage of human milk, its use in practice, subjective opinion on the observed results and inclination towards future use. Chi-square tests and c-Pearson coefficients were used for statistical calculations.
Results: A total of 1187 responses were acted upon. In the study group, 879 women claimed to have knowledge of non-nutritional use of human milk in respect of skin and most common ailments, whilst 688 of them claimed to use at least one usage. The most frequently, breast milk was used for: care of cracked nipples, care of healthy skin, treatment of diaper dermatitis and treatment of neonatal acne. A correlation between duration of breastfeeding (p < 0.05) and gestational age (p < 0.05) and practical use of non-nutritional human milk was found.
Conclusions: The study showed a great enthusiasm of mothers in respect of using breast milk for non-nutritional purposes, including the treatment of skin diseases and other common ailments. However, given the scant studies determining possible concerns surrounding these methods, there is a requirement for parental education with emphasis on the need for prompt medical examination and pertinent treatment."
567,567,What is the 'objective' differential factor of diarrhea in infancy?: Normal state versus diarrheal illness in infants with chronic frequent and loose stool,2010,Korean J Pediatr,Jin-Bok Hwang,https://doi.org/10.3345/kjp.2010.53.12.1006,"Purpose: This study aimed to identify 'objective' differential factors for normal frequent loose stool (NFLS) and diarrheal illness with dehydration and nutritional deficiency (DIDN) among infants with chronic frequent loose stool (CFLS).
Methods: Data were analyzed from infants under 2 years of age with CFLS who had been transferred from general pediatricians. These 46 patients were divided into 2 groups (NFLS versus DIDN). Nocturnal stool was defined as evacuation between 10 pm and 6 am. Maximal stool amount/day (measured using the mother's hand) was specified as the highest score during the period of CFLS obtained by adding up each evacuation's score (range, 0-2 points).
Results: There were 36 cases of NFLS and 10 of DIDN. A failure to gain weight (P=0.0001), fever (P=0.0079), colic/abdominal pain (P=0.0014), gross blood in stool (except allergic proctocolitis) (P=0.0113), nocturnal stool (P=0.0001), and the score of stool amount (P=0.0001) were found to significantly differentiate the groups. A failure to gain weight was observed in 39% of even NFLS. The frequency, mucus content, and microbiological findings of stools, as well as diaper dermatitis were not found to significantly differentiate the groups.
Conclusion: NFLS was more common than DIDN in infants with CFLS. The most 'objective' differential factors were nocturnal stool and the score of stool amount (≥7 points/day)."
568,568,"Mixture of honey, beeswax and olive oil inhibits growth of Staphylococcus aureus and Candida albicans",2005,Arch Med Res,Noori S Al-Waili,https://doi.org/10.1016/j.arcmed.2004.10.002,"Background: Honey, beeswax and olive oil mixture (1:1:1, v/v) is useful in the treatment of diaper dermatitis, psoriasis and eczema. The study was designed to investigate effects of honey, olive oil, and beeswax and the mixture on growth of Staphylococcus aureus and Candida albicans isolated from human specimens.
Methods: The following experiments were performed: 1) honey mixture was poured on holes made on plates seeded with S. aureus or C. albicans, 2) the microorganisms were cultured onto media made of honey mixture alone, nutrient agar-honey mixture and Sabouraud glucose agar-honey mixture. The concentration of honey mixture in nutrient agar or Sabouraud glucose agar was 12.5, 25, 33, 50 and 66% (v/v), and 3) honey, olive oil or beeswax was added onto nutrient agar or Sabouraud glucose agar at a ratio of 1:2 (v/v) and then were seeded with S. aureus or C. albicans.
Results: Clear zone of inhibition was observed around holes filled with honey mixture; 3.5 mm on media seeded with C. albicans and 4 mm on media seeded with S. aureus. No growth of either microorganism was obtained on media made of honey mixture alone. The minimum concentration of honey mixture in nutrient agar-honey mixture media required to inhibit S. aureus was 50% and 66% concentration was required to inhibit C. albicans growth onto Sabouraud glucose agar-honey mixture media. No growth of S. aureus or C. albicans was obtained on media containing honey whereas mild to moderate growth was obtained on media containing olive oil or beeswax.
Conclusions: Honey and honey mixture apparently could inhibit growth of S. aureus or C. albicans."
569,569,Development and Implementation of a Simple Wound Care Guideline for Minor Skin Lesions: A Quality Improvement Project,2021,J Wound Ostomy Continence Nurs,Alexandra Nicole Bates,https://doi.org/10.1097/won.0000000000000778,"Purpose: The purpose of this quality improvement project was to use the best available evidence and expert opinion to develop and implement a simple inpatient nursing care guideline (""The Guideline"") for patients with minor skin lesions, including candidiasis, skin tears, incontinence-associated dermatitis, and stage 1 and stage 2 pressure injuries that would not require a WOC nurse consultation.
Participants and setting: The Guideline was developed for nurses working on inpatient adult acute care units in a large community hospital in southwest Minnesota.
Approach: The Guideline was validated for its clarity and appropriateness by internal and external hospital-based wound care nurses and implemented through in-person rounding on the nursing units and distribution of badge cards and required completing an online education module. Surveys and wound documentation audits were conducted to measure changes in knowledge and skin care pre- and postimplementation of The Guideline.
Outcomes: We conducted wound documentation audits of approximately 491 records that assessed whether patients received appropriate treatment and found an improvement from 45% (104 of 231) to 80% (209 of 260). Nurses' self-rating of their knowledge about which dressings and topical treatment to use improved from 18% (16 of 89) agreement to 57% (55 of 96). Nurses' self-rating of their knowledge about when to change dressings and reapply topical treatments improved from 27% (24 of 89) agreement to 65% (62 of 96).
Implications for practice: Although there is evidence for a variety of dressings or products to treat wounds, this quality improvement project demonstrated increased adherence with providing appropriate care when fewer treatment options were recommended to nursing staff through our structured guideline. The Guideline continues to be used at the project site and is now being implemented at affiliate hospitals."
570,570,Evidence-Based Skin Care: A Systematic Literature Review and the Development of a Basic Skin Care Algorithm,2015,J Wound Ostomy Continence Nurs,Andrea Lichterfeld,https://doi.org/10.1097/won.0000000000000162,"Patients in acute and long-term care settings receive daily routine skin care, including washing, bathing, and showering, often followed by application of lotions, creams, and/or ointments. These personal hygiene and skin care activities are integral parts of nursing practice, but little is known about their benefits or clinical efficacy. The aim of this article was to summarize the empirical evidence supporting basic skin care procedures and interventions and to develop a clinical algorithm for basic skin care. Electronic databases MEDLINE, EMBASE, and CINAHL were searched and afterward a forward search was conducted using Scopus and Web of Science. In order to evaluate a broad range of basic skin care interventions systematic reviews, intervention studies, and guidelines, consensus statements and best practice standards also were included in the analysis. One hundred twenty-one articles were read in full text; 41documents were included in this report about skin care for prevention of dry skin, prevention of incontinence-associated dermatitis and prevention of skin injuries. The methodological quality of the included publications was variable. Review results and expert input were used to create a clinical algorithm for basic skin care. A 2-step approach is proposed including general and special skin care. Interventions focus primarily on skin that is either too dry or too moist. The target groups for the algorithm are adult patients or residents with intact or preclinical damaged skin in care settings. The goal of the skin care algorithm is a first attempt to provide guidance for practitioners to improve basic skin care in clinical settings in order to maintain or increase skin health."
571,571,"Safety and efficacy of a defecation care algorithm based on ultrasonographic bowel observation in Japanese home-care settings: a single-case, multiple-baseline study",2020,Geriatr Gerontol Int,Masaru Matsumoto,https://doi.org/10.1111/ggi.13858,"Aim: To verify the efficacy of defecation care based on handheld ultrasonographic observations for functional constipation by visiting nurses skilled in bowel ultrasonography.
Methods: Home-care patients with suspected functional constipation receiving nursing visits were recruited in this multiple-baseline, single-case experiment with intervention points shifted by 1 week. A total of 15 older adults were categorized into 3-, 4-, 5- or 6-week intervention phases. Ultrasonographic observations of fecal retention in the colorectum and defecation care based on observations during the ordinal physical assessment were reviewed. Tau-U was used for confirming the efficacy of the intervention by measuring the number of non-artificial and artificial defecations, as well as hard stools per week, and the amount of non-stimulant and stimulant laxatives, enemas and suppositories per week. For evaluating safety, adverse events, such as bowel obstruction and incontinence-associated dermatitis, were confirmed.
Results: No adverse events were observed. Statistical analysis showed that hard stools and artificial defecation reduced, and that their effect sizes were significant (Tau = -0.48, P < 0.01; Tau = -0.53, P < 0.01). Even the amounts of stimulant laxative and glycerin enema reduced, and their effect sizes were significant (Tau = -0.56, P < 0.01; Tau = -0.34, P = 0.04).
Conclusions: Thus, defecation care based on ultrasonographic assessment by nurses in home-care settings is safe and effective for improving constipation symptoms and reducing laxative use. Geriatr Gerontol Int 2020; ••: ••-••."
572,572,Economic Model for Cost Containment: Evaluating the Utilization of a Touch-free Zinc Oxide in an Acute Care Hospital,2019,Cureus,Ana Clara Tolentino,https://doi.org/10.7759/cureus.4957,"Introduction Incontinence-associated dermatitis (IAD), the most common form of moisture-associated skin damage (MASD), puts patients at higher risk for ulceration. Treatment of MASD/IAD includes application of zinc oxide, typically applied using gloved hands directly to the area of concern. A computational model was utilized to examine a cost comparison of a touch-free zinc oxide treatment versus traditional zinc oxide for MASD/IAD. Methods A literature search was performed using PubMed, a nursing journal database (CINAHL), and MEDLINE for publications from January 1, 2010 through November 30, 2017. Data on prevalence of MASD/IAD, average length of stay, and time to heal were extracted and utilized in the computational model. Cost per patient stay and annual total hospital costs were calculated for three and four applications of zinc oxide per patient with an averaged prevalence rate of 25% for a hypothetical hospital. Results The computational model estimated a range of cost savings between $181.88 to $2,000.63 per patient stay, and $4,728.88 to $52,016.25 over a 12-month period compared to traditional zinc oxide application. Conclusions The computational model estimated a cost savings of up to $52,016.25 per year in a hypothetical 250-bed acute care hospital compared to traditional zinc oxide application. Future prospective studies examining clinical effectiveness and health economics of touch-free zinc oxide are necessary."
573,573,Improving newborn skin health: Effects of diaper care regimens on skin pH and erythema,2021,Pediatr Dermatol,Jennifer Gustin,https://doi.org/10.1111/pde.14602,"Background/objective: Newborn infant skin is functional but immature, and diapering products can play a significant role in infant diapered skin health. Previous work demonstrated a regimen consisting of a diaper with an emollient and apertures on the inner liner (topsheet) with an acidic, pH-buffered wipe (Regimen A) lowered newborn skin pH and reduced the enzymatic activity on skin post-stool cleaning versus a regimen without these features (Regimen B). This study extends these findings to determine the impact of Regimen A on diaper area erythema severity over a 2-week use period.
Methods: This IRB-approved, blinded, randomized, crossover study enrolled newborn infants >7 days and ≤8 weeks. Participants exclusively used two unique diaper and wipe combinations, Regimen A and Regimen B (non-emollient, non-aperture containing topsheet and wipe with limited buffering capacity), each for 14 days and preceded by a 3-day washout regimen.
Results: Diapered skin pH was reduced during Regimen A use to values similar to that of a non-diapered control site (chest), while use of Regimen B was associated with a more alkaline skin pH. Regimen A resulted in significantly fewer severe erythema episodes. At the site of highest erythema, the perianal space, the average erythema score was significantly lower and more newborns were free of erythema while using Regimen A vs. Regimen B (P < .05).
Conclusions: These findings demonstrate that diapering products can have a significant impact on newborn skin. They reinforce the need to support the physiological normalization of skin pH and protection from skin irritation and damage."
574,574,The influence of incontinence on the characteristic properties of the skin in bedridden elderly subjects,2016,Int J Dermatol,Tsutomu Fujimura,https://doi.org/10.1111/ijd.13170,"Background: The mechanisms of skin breakdown induced by incontinence have been proposed from a variety of experimental studies. However, studies on the influence of skin properties caused by incontinence of bedridden subjects are very limited.
Objective: This work was conducted to reveal how incontinence influences skin properties by comparing bedridden incontinent elderly subjects with age-matched healthy continent elderly and middle-aged subjects.
Methods: Bedridden incontinent elderly subjects (n = 35, 83.5 ± 9.7 years, mean age ± SD), healthy continent elderly (n = 41, 75.9 ± 5.6 years), and middle-aged (n = 20, 41.3 ± 2.8 years) were recruited for this study. Skin surface pH, capacitance/hydration, transepidermal water loss, and bacteria on forearm and buttock skin were measured.
Results: Hydration and transepidermal water loss values between healthy elderly subjects and incontinent elderly subjects were significantly different on buttock skin. Significant differences between those two groups were also observed regarding pH and total bacteria levels on buttock skin. The forearm skin showed no significant difference in these parameters. No significant influence was observed between with and without urination at the measurement time except for the pH of buttock skin. No significant correlation was observed except between pH and bacteria levels on buttock skin of incontinent elderly subjects.
Conclusion: In this study, we clarified the characteristic features of skin induced by incontinence. Our results indicate that these parameters are adequate not only to evaluate the characteristic skin features of bedridden incontinent subjects but also to develop new diapers to avoid the diaper dermatitis caused by incontinence."
575,575,Hamamelis in children with skin disorders and skin injuries: results of an observational study,2007,Eur J Pediatr,Helmut H Wolff,https://doi.org/10.1007/s00431-006-0363-1,"Published clinical experience with hamamelis ointment in children is limited. This observational study included children (age 27 days to 11 years) with minor skin injuries, diaper dermatitis, or localized inflammation of skin. The children received either hamamelis ointment or dexpanthenol ointment in groups at a 3-to-1 ratio. Baseline and post-treatment assessments compared the total scores of predefined signs and symptoms for each condition. Physicians and parents were asked for a global assessment of efficacy and tolerability of the respective treatments at the end of therapy. A total of 309 children were treated (hamamelis n = 231; dexpanthenol n = 78). The treatment groups were comparable regarding demographic data and baseline total scores of signs and symptoms. In all three diagnosis groups, the efficacy of hamamelis and dexpanthenol was shown by a statistically significant and clinically relevant decrease of total scores from baseline to endpoint (p < 0.0001 for each group, Wilcoxon signed-rank test). Overall, the results for the hamamelis and the dexpanthenol groups were similar. Descriptive advantages for the hamamelis group were observed for a number of parameters and diagnosis groups. Both treatments were well tolerated. Ratings of the tolerability of hamamelis were ""excellent"" or ""good"" in 99.1% (physicians) and 98.2% (parents) of cases, respectively. The corresponding ratings for dexpanthenol were 97.4 and 92.3%. In conclusion, hamamelis ointment is an effective and safe treatment for certain skin disorders in children up to the age of 11 years. The observed effects are similar to dexpanthenol."
576,576,"Different Potent Glucocorticoids, Different Routes of Exposure but the Same Result: Iatrogenic Cushing’s Syndrome and Adrenal Insufficiency",2020,J Clin Res Pediatr Endocrinol,Ayla Güven,https://doi.org/10.4274/jcrpe.galenos.2020.2019.0220,"Objective: Potent glucocorticoids (GC) cause iatrogenic Cushing’s syndrome (ICS) due to suppression of hypothalamo-pituitary-adrenal (HPA) axis and may progress to adrenal insufficiency (AI). The aim was to review the clinical and laboratory findings of patients with ICS and to investigate other serious side effects.
Methods: The possibility of AI was investigated by low-dose adrenocorticotrophic hormone test. Hydrocortisone was started in patients with adrenal failure.
Results: Fourteen patients (five boys) with ages ranging from 0.19 to 11.89 years were included. The duration of GC exposure ranged from 1 to 72 months. Ten patients were prescribed topical GC and the rest had oral exposure. Moon face and abdominal obesity were detected in all patients. At presentation, 12 of 14 had AI and two infants had hypercalcemia and nephrocalcinosis. Of 11 patients, ultrasonography revealed hepatosteatosis in five. A cream for diaper dermatitis was used in one infant and the active ingredient was listed as panthenol. However, blood and urine steroid analyses revealed that all endogenous steroids were suppressed. Median (range) time to normalization of HPA axis function was 60 (30-780) days.
Conclusion: The majority (85%) of patients had life-threatening AI and two patients had hypercalcemia. These results highlight the serious side-effects of inappropriate use of potent GCs, especially in infants. The recovery of the HPA axis in children might take as long as three years. Parents should be informed regarding the possibility of some products containing unlisted synthetic GC and to be aware of their side effects."
577,577,Infantile eczema at one month of age is associated with cord blood eosinophilia and subsequent development of atopic dermatitis and wheezing illness until two years of age,2005,Int Arch Allergy Immunol,Kenji Matsumoto,https://doi.org/10.1159/000085435,"Background: Physiological and pathological skin eruptions are commonly encountered in neonates in our clinical practice. However, the types of skin eruptions that are associated with the subsequent development of atopic dermatitis and the mechanisms of these associations remain uncertain.
Methods: A total of 105 newborn babies with normal delivery were enrolled in this prospective cohort study. The cord blood eosinophil count was measured and the neonates were examined at 1 month of age and followed until 8 years of age.
Results: At 1 month of age, infantile eczema, seborrheic dermatitis, intertrigo and diaper dermatitis were diagnosed in a total of 29, 7, 14 and 24 neonates, respectively. No association was found among the prevalences of these eruptions. Neonates with infantile eczema had a significantly higher number and ratio of eosinophils in the cord blood (eosinophil count: 670.8 +/- 67.8 vs. 349.0 +/- 30.3/microl, p < 0.0001; eosinophil ratio: 5.12 +/- 0.53 vs. 2.61 +/- 0.22%, p < 0.0001, for the presence and the absence of infantile eczema, respectively). In contrast, no such tendency was found for any other skin eruptions. In neonates with infantile eczema at 1 month of age, the diagnosis of atopic dermatitis had been made significantly earlier and the prevalence of wheezing illness was significantly higher than in those without infantile eczema until 2 years of age.
Conclusion: Infantile eczema, but not other skin eruptions, precedes the development of atopic dermatitis and wheezing illness during early infancy, presumably because of the activation of eosinophils before birth."
578,578,The Potential Effects and Use of Chinese Herbal Medicine Pine Pollen ( Pinus pollen): A Bibliometric Analysis of Pharmacological and Clinical Studies,2020,World J Tradit Chin Med,Shi-Bing Liang,https://doi.org/10.4103/wjtcm.wjtcm_4_20,"The objectives of this study are to conduct a comprehensive literature search and bibliometric analysis to identify the breadth and volume of pharmacological and clinical studies on pine pollen (Pinus pollen) and to identify the potential effects and the use of pine pollen. Three Chinese electronic databases and two English electronic databases were searched for pharmacological and clinical studies on pine pollen. Data were extracted and analyzed and included publication year, authors, study type, pharmacological research topics or clinical diseases/conditions, usage and type of preparation, authors' conclusions, and adverse effects. Of 239 publications identified, 180 were pharmacological studies, 37 were clinical trials, and 22 were reviews. Numbers of publications increased particularly from 2004 onward. The top 10 most frequent topics in pharmacological studies were immune regulation, antisenility, antioxidation, liver protection, inhibiting prostate hyperplasia, inhibiting tumor cell proliferation, lowering blood glucose, lowering blood lipids, antifatigue, and improving intestinal function. The top 10 most frequent clinical diseases treated or where pine pollen was used as an adjuvant were bedsores, diaper dermatitis, hyperlipidemia, oral mucositis, eczema, hyperplasia of prostate, hypertension, prostatitis, type 2 diabetes mellitus, and radiodermatitis. Eight trials reported no adverse events associated with pine pollen, one reported mild gastrointestinal reactions, but symptoms disappeared without special management. There have been an increasing number of publications on pine pollen during the past 20 years. Pharmacological studies have shown many potential benefits, and clinical studies have indicated some positive effects when it is either used as a single herb or as an adjuvant to treat disease. Its use as a topical agent, especially for skin diseases, was notable."
579,579,Effect of diaper cream and wet wipes on skin barrier properties in infants: a prospective randomized controlled trial,2014,Pediatr Dermatol,Natalie Garcia Bartels,https://doi.org/10.1111/pde.12370,"The effect of different diaper care procedures on skin barrier function in infants has been minimally investigated and may be assessed using objective methods. In a single-center, prospective trial, 89 healthy 9-month-old infants (±8 wks) were randomly assigned to three diaper care regimens: group I used water-moistened washcloths at diaper changes (n = 30), group II additionally applied diaper cream twice daily (n = 28), and group III used wet wipes and diaper cream twice daily (n = 31). Transepidermal water loss (TEWL), skin hydration (SCH), skin pH, interleukin 1α (IL-1α) levels, and microbiologic colonization were measured in diapered skin (upper outer quadrant of the buttocks), nondiapered skin (upper leg), and if diaper dermatitis (DD) occurred, using the most affected skin area at day 1 and weeks 4 and 8. Skin condition was assessed utilizing a neonatal skin condition score and diaper rash grade. On diapered skin, SCH decreased in groups II and III, whereas TEWL values were reduced in group II only. Skin pH increased in groups II and III. In general, SCH, skin pH, and IL-1α levels were higher in healthy diapered skin than in nondiapered skin. The incidence and course of DD was comparable in all groups. Areas with DD had greater TEWL and skin pH than unaffected skin areas. Infants who received diaper cream had lower SCH and TEWL and higher pH levels in the diapered area than on nondiapered skin. No correlation with the occurrence of DD was found."
580,580,Dermatological findings of vitamin B12 deficiency and resolving time of these symptoms,2014,Cutan Ocul Toxicol,Nihat Demir,https://doi.org/10.3109/15569527.2013.861477,"Aim: The mucocutaneous changes observed during vitamin B12 deficiency in children have been published only as case studies and small case series. In this study, we aimed to demonstrate the frequency of mucocutaneous changes (particularly hyperpigmentation) seen during vitamin B12 deficiency and resolving time of these symptoms with vitamin B12 treatment.
Material and methods: This prospective study was conducted at the pediatrics outpatient clinic of Harran and Yuzuncu Yil University Faculty of Medicine, among 57 patients, aged between 6 and 24 months, who were diagnosed with vitamin B12 deficiency following various examinations and tests. A detailed examination was performed in respect to skin and mucosal findings. Patients with vitamin B12 deficiency were administered intramuscular cyanocobalamin. Prospective examination was continued, and resolving time of symptoms after treatment was recorded.
Results: The mean age of the patients enrolled in the study was found to be 12.75 ± 4.75. Hyperpigmentation was reported in 49 (85.96%) patients enrolled in the study; atrophic glossitis in 40 (70.17%), brittle and matt hair in 13 (22.80%), skin lesions (particularly diaper dermatitis) in eight (15.78%) and cheilosis in four (7.01%) patients. Three months after the treatment initiation, hyperpigmentation improved in 87.75%, atrophic glossitis in 97.5% and brittle and matt hair in 92.3% of the patients. Five patients (8.77%) with continuing pigmentation by the end of sixth months were considered as nonresponsive to the treatment.
Conclusion: Deficiency of vitamin B12 should be considered in the differential diagnosis of infants who present with skin and mucosal lesions."
581,581,PROTECT - trial: a multicentre prospective pragmatic RCT and health economic analysis of the effect of tailored repositioning to prevent pressure ulcers - study protocol,2017,J Adv Nurs,Dorien De Meyer,https://doi.org/10.1111/jan.13166,"Aim: The aims of this trial were as follows: (1) to compare the (cost-) effectiveness of a turning and repositioning system and an algorithm for a tailored repositioning vs. usual care to improve reposition frequency in patients at risk; and (2) to compare the (cost-) effectiveness of standardized incontinence care vs. usual care.
Background: Pressure ulcers are a serious and common problem for hospitalized patients. In many countries, pressure ulcers are recognized as a national health issue and governments designate pressure ulcers as one of the most important sentinel events for health care. International guidelines recommend the use of pressure redistributing support surfaces, systematic patient repositioning and preventive skin care to prevent pressure ulcers. Interventions should be patient-tailored and based on a thorough assessment of both the patient and contextual risk factors. There is a lack of rigorous research addressing the effectiveness of a turning and repositioning system and it is unclear how to tailor the frequency and posture to specific patient needs.
Design: Multicentre, cluster, three-arm, randomized, controlled pragmatic trial and a cost-effectiveness analysis. The ward is the unit of randomization.
Methods: Tailored repositioning, the use of a device to facilitate patient repositioning and an optimal procedure for incontinence care will be combined. Participating wards will be intensive care units, geriatric and rehabilitation wards. A sample size calculation was performed (80% power, α = 0·05). This study is approved by the Ethics Committee (February 2016).
Discussion: Data collection is currently ongoing. The results are expected to be obtained in March 2017."
582,582,In vivo methods to evaluate a new skin protectant for loss of skin integrity,2016,Wound Repair Regen,Raha A Been,https://doi.org/10.1111/wrr.12455,"A new skin protectant was developed for use on conditions involving partial-thickness skin loss such as severe incontinence-associated dermatitis. This new formulation is based on a cyanoacrylate chemistry designed to polymerize in situ and create a breathable film able to protect the skin surface from external irritants. This film provides an environment favorable for healing to occur beneath the film. To evaluate the characteristics of the novel chemistry, we devised a preclinical testing strategy comprising three different animal models. The data from all three models was considered collectively to create an overall assessment of effectiveness. A guinea pig model was used to evaluate the barrier efficacy of the new product in protecting intact skin from irritation. A porcine partial-thickness wound model was used to evaluate the efficacy of the product in helping control minor bleeding and exudate. A similar model was also used to assess the process of reepithelialization in the continued presence of an irritant. In the first model, untreated sites had 8.5 times more irritation than sites covered with the new product (p < 0.001). In the second model, a single application of the new product successfully attached to intact peri-wound skin and to denuded, weepy skin. It significantly reduced the amount of fluid weeping from the wounds (p ≤ 0.001) and continued to perform throughout a 96 hours experiment. In the third model, the percent of reepithelialization was significantly greater for the wounds covered with the new product than for the control wounds (p = 0.003; on average, 18.3% greater, with a 95% confidence interval of 9.2% to 27.5%). These results suggest that the new skin protectant protects intact and denuded skin from irritants and provides an environment favorable to healing, offering promise for the management of various conditions involving loss of epidermis."
583,583,Durability of an Advanced Skin Protectant Compared With Other Commercially Available Products in Healthy Human Volunteers,2018,Wounds,Mircea Muresan,,"Background: A new skin protectant with improved adhesion to denuded skin and resistance to wash off has been developed to protect skin from incontinence-associated dermatitis (IAD) or general loss of skin integrity.
Objective: This controlled, randomized, prospective, open-label study determines the durability of the new protectant when applied to intact skin in 21 healthy human volunteers and compares it to 3 other products used for similar clinical indications.
Materials and methods: Eight 0.75-in circles of black carbon pigment were applied to the bilateral forearms (4 per arm to allow for duplicates) of the participants and covered with the various products. Participants conducted normal routine activities over 7 days. Photographs were taken and a test site assessment was completed before and after application of the products on day 0 and at days 1, 2, 3, 4, and 7 to evaluate pigment loss over time. Carbon integrated optical density (CIOD) was measured under the assumption that a loss of pigment correlated with a loss of the protective product. These data were used to calculate the percent barrier remaining over time.
Results: The percent of intact film was significantly greater (P < .05) from day 3 onwards for the new skin protectant compared with the other 3 products. The new product showed no significant change in CIOD (P = .46) from day 1 through day 7, indicating no meaningful wear over time. The other 3 products showed significant changes in CIOD (P < .01) beginning at either day 2 or day 3.
Conclusions: The new skin protectant was more durable than the other products tested. It remained in place for up to 7 days for all participants, whereas the other products had < 50% remaining on the skin by that time point."
