,title,journal,authors,links,abstract
10,Bladder and bowel symptoms experienced by children with osteogenesis imperfecta,J Pediatr (Rio J),Gisele Martins,https://doi.org/10.1016/j.jped.2018.12.008,"Objective: To estimate the prevalence and presentation of bladder, bowel, and combined bladder and bowel symptoms experienced by children with osteogenesis imperfecta and to describe the socio-demographic and clinical profile of these children.
Method: A descriptive study was conducted with a convenience sample of parent-child pairs of toilet-trained children aged from 3 to 18 years. Pairs were interviewed using three tools: (1) Socio-Demographic and Clinical Questionnaire; (2) Dysfunctional Voiding Scoring System; (3) Rome III Criteria along with the Bristol Stool Scale. Data were stratified by socio-demographic and clinical variables and analyzed using descriptive statistics.
Results: Thirty-one parent-child pairs participated in the study; 38.7% (n=12) children reported bowel symptoms, 19.4% (n=6) reported a combination of bladder issues (such as holding maneuvers and urgency) and bowel symptoms (such as hard or painful bowel movements and large diameter stools). There were no reports of isolated bladder issues. Among the child participants, 16 (51.7%) identified as female and 20 (64.5%) were 5-14 years old. The most prevalent type of osteogenesis imperfecta was type III (n=12; 38.7%) and eight (25.8%) children reported using a wheelchair.
Conclusion: This is the first study to examine the prevalence and presentation of bladder, bowel, and combined bladder and bowel symptoms in children with osteogenesis imperfecta, offering a preliminary socio-demographic and clinical profile of these children. This research is an important step toward effective screening, detection, and access to care and treatment, especially for clinicians working with this group of very fragile patients."
11,Nutritional strategies to prevent gastrointestinal toxicity during pelvic radiotherapy,Proc Nutr Soc,Linda J Wedlake,https://doi.org/10.1017/s0029665118000101,"Radiotherapy-induced damage to non-cancerous gastrointestinal mucosa has effects on secretory and absorptive functions and can interfere with normal gastrointestinal physiology. Nutrient absorption and digestion may be compromised. Dietary manipulation is an attractive option with sound rationale for intervention. The aim of this review was to synthesise published evidence for the use of elemental formulae, low or modified fat diets, fibre, lactose restriction and probiotics, prebiotics and synbiotics to protect the bowel from gastrointestinal side effects during long-course, radical pelvic radiotherapy. Thirty original studies (recruiting n 3197 patients) were identified comprising twenty-four randomised controlled trials, four cohort studies and two comparator trials. Endpoints varied and included symptom scales (Inflammatory Bowel Disease Questionnaire, Common Technology Criteria for Adverse Events, Radiation Therapy Oncology Group) and Bristol Stool Scale. Dietary and supplement interventions were employed with many studies using a combination of interventions. Evidence from RCT was weak for elemental, low or modified fat and low-lactose interventions and modestly positive for the manipulation of fibre during radiotherapy. Evidence for probiotics as prophylactic interventional agents was more promising with a number of trials reporting positive results but strength and strains of interventions vary, as do methodologies and endpoints making it difficult to arrive at firm conclusions with several studies lacking statistical power. This consolidated review concludes that there is insufficient high-grade evidence to recommend nutritional intervention during pelvic radiotherapy. Total replacement of diet with elemental formula could be effective in severe toxicity but this is unproven. Probiotics offer promise but cannot be introduced into clinical practice without rigorous safety analysis, not least in immunocompromised patients."
12,Fecal and Urinary Incontinence Associated with Pregnancy and Childbirth,Mater Sociomed,Ahmed Hussein Subki,https://doi.org/10.5455/msm.2019.31.202-206,"Introduction: Fecal incontinence (FI) and urinary incontinence (UI) are major problems faced by women worldwide, with pregnancy and delivery representing two major risk factors for these conditions. The prevalence of FI and UI varies across studies. In our region, only a few publications have addressed this topic.
Aim: The aim of this study was to determine the prevalence of FI and UI in Saudi pregnant women, their characteristics, and a specific clinical pattern that could identify patients that are at a risk for incontinence.
Materials and methods: This was a questionnaire-based crosssectional study conducted over a 3 months period in 2017, among pregnant women attending King Abdulaziz University Hospital, Jeddah, Saudi Arabia.
Results: Our study included 393 pregnant women. FI was reported by 24 patients (6.1%), and fecal urgency was reported by 30.5%. UI was reported by 84 patients (21.4 %). When patients with no UI were compared with patients with UI, the only statistically significant factor was BMI (p = 0.043). There were no statistically significant differences when comparing patients with FI versus no-FI, and fecal urgency versus no-fecal urgency. However, laceration (OR: 1.696, p = 0.036), episiotomy (OR: 1.413, p = 0.029), constipation (OR: 1.944, p < 0.001), hypertension (OR: 1.993, p = 0.022), and Bristol stool scale score (p = 0.002) were statistically significant factors for determining fecal control.
Conclusion: FI and UI are frequently associated with pregnancy and delivery, but their prevalence is underestimated. The role of the practitioner is crucial in preventing and treating these conditions, and in impeding their harmful effects on the postpregnancy quality of life of Saudi women."
13,Supporting patients in reducing postoperative constipation: fundamental nursing care - a quasi-experimental study,Scand J Caring Sci,Mette Trads,https://doi.org/10.1111/scs.12513,"Background: The prevalence of constipation in the general population is 2-28%. Patients with constipation report symptoms of abdominal pain, bloating, nausea, straining to defecate and general discomfort. Strategies for preventing constipation include laxatives, exercise and increased fluid and fibre intake, but life style adjustments, such as exercise, eating more fibres and drinking more fluids, were not considered a solution by older patients. Previous studies have shown that actively involving patients through individualised care and support increases patients' outcome.
Aim: To test the efficacy of a nursing intervention based on active patient involvement including individualised nursing care plans and daily dialogues for patients with hip fractures in preventing constipation after surgery.
Methods: A quasi-experimental design was applied. Inclusion criteria hip fracture needing surgery, understand Danish. Exclusion criteria dementia, gastrointestinal disease. A total of 186 patients were included and 155 completed. An admission interview including Constipation Risk Assessment Scale was undertaken. On that basis an individualised nursing care plan was made. At admission, discharge and 30 days after surgery constipation, intake of fibres and fluid were measured. The Bristol Stool Scale and Rasmussen's scale were used to measure constipation. Patients in the control group received standard care of the ward.
Results: After 30 days constipation rates for patients in the intervention group were significantly lower than for patients in the control group (p = 0.042). The fibre intakes and fluid intakes were significantly higher in the intervention group (p ??0.001). The effect of liquid intake was statistically significant (OR = 1.1, 95% CI: 1.0-1.2). Likewise, the effect of fibre intake was statistically significant; the odds of constipation decreased with increasing fibre intake (OR = 0.4, 95% CI: 0.2-0.8).
Conclusion: Patients with hip fractures that were actively involved in their own care in preventing constipation were significantly less constipated 30 days after surgery than control patients. Increases in fluid and fibre intakes had significant effects on reducing the risk of developing constipation."
14,Gastrointestinal and metabolic function in the MPTP-treated macaque model of Parkinson's disease,Heliyon,Anna Delamarre,https://doi.org/10.1016/j.heliyon.2020.e05771,"Background: Gastrointestinal (GI) and metabolic function are frequently altered in Parkinson's disease (PD). Although enteric nervous system anatomopathological alterations have previously been reported in the 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) monkey model of PD, the resulting gastric emptying and intestinal permeability functional parameters are unknown. The current exploratory study was, thus, designed to investigate these GI functional factors and insulin resistance in the MPTP-treated monkey.
Methods: Eight rhesus macaque monkeys (4 controls and 4 MPTP-treated) received the oral acetaminophen absorption test to measure gastric emptying, the oral FITC-dextran absorption test to investigate intestinal permeability, and the intravenous glucose tolerance test to assess insulin resistance. Constipation was evaluated using the Bristol stool scale.
Results: None of the tests, acetaminophen absorption, FITC-dextran absorption or glucose tolerance, showed a difference between control and MPTP-treated monkeys. MPTP-treated monkeys did present signs of transit acceleration.
Conclusion: While the MPTP monkey model reliably displays motor and certain non-motor symptoms of PD, the current study did not demonstrate the GI symptoms associated with PD."
15,Intestinal Hyperpermeability in Gulf War Veterans With Chronic Gastrointestinal Symptoms,J Clin Gastroenterol,Buyi Zhang,https://doi.org/10.1097/mcg.0000000000001135,"Background: Well over 700,000 United States military personnel participated in the Persian Gulf War in which they developed chronic health disorders of undetermined etiology. Up to 25% of Veterans had persistent and chronic gastrointestinal (GI) symptoms, which they suspected were related to their military service in the Gulf.
Aim: The overall aim of the current study was to evaluate intestinal permeability in previously deployed Gulf War Veterans who developed chronic GI symptoms during their tour in the Persian Gulf.
Methods: To accomplish this, we evaluated intestinal permeability (IP) using the urinary lactulose/mannitol test. Measurements of intestinal permeability were then correlated with mean ratings of daily abdominal pain, frequency of bowel movements, and consistency of bowel movements on the Bristol Stool Scale in all Veterans.
Results: A total of 73 veterans had documented chronic GI symptoms (diarrhea, abdominal pain) and were included in the study. A total of 29/73 (39%) of veterans has increased IP and had a higher average daily stool frequency (P<0.05); increased liquid stools as indicated by a higher Bristol Stool Scale (P<0.01); and a higher mean M-VAS abdominal pain rating (P<0.01). Pearson correlation coefficients revealed that there was a positive correlation between increased IP and stool frequency, Bristol Stool Scale, and M-VAS abdominal pain rating.
Conclusions: Our study demonstrates that deployed Gulf War Veterans with persistent GI symptoms commonly have increased intestinal permeability that potentiates the severity of abdominal pain, diarrhea, and stool consistency. These new findings in our study are important as they may lead to novel diagnostic biomarkers for returning Gulf War Veterans who suffer from chronic functional gastrointestinal disorders. These advances are also important for an increasing number of veterans who are now serving in the Persian Gulf and are at a high risk of developing these chronic pain disorders."
16,Characterizing Exclusively Breastfed Infant Stool via a Novel Infant Stool Scale,JPEN J Parenter Enteral Nutr,Jennifer Gustin,https://doi.org/10.1002/jpen.1468,"Analysis of stool has long been a diagnostic tool across a number of disease states. Currently, there are two stool scales in clinical use, the Bristol Stool Scale and the Amsterdam Infant Stool Scale. However, the existing categorizations for stool may not sufficiently cover the broad range of stool output for exclusively breastfed infants. The Bristol Stool Scale is not age specific to cover children who are not toilet trained and the Amsterdam Infant Stool Scale, though developed for children who are not toilet trained, does not sufficiently cover the wide variety of consistencies of exclusively breastfed infant stools. Through a robust understanding of exclusively breastfed infant stool characteristics, a new stool scale has been developed. It is proposed that this stool scale may better assist in observing and recording exclusively breastfed infant stool in a more accurate manner, which may aid in diagnostic capabilities."
17,[Influence of constipation on enuresis],An Pediatr (Engl Ed),Marcia Rodrciguez-Ruiz,https://doi.org/10.1016/j.anpedi.2020.06.016,"Introduction: Constipation has classically been considered as a risk factor of enuresis, although there are increasingly more publications that report a similar prevalence of constipation in both enuretics and non-enuretics.
Objective: To determine the influence of constipation in monosymptomatic and non-monosymptomatic enuresis, and to find out the prevalence of the three disorders, as well the lower urinary tract dysfunction and bladder-bowel dysfunction in the population.
Material and method: A cross-sectional observational prevalence study on a representative population sample of 5 to 9 year-old school boys and girls of Galicia, Spain. A questionnaire was completed in the schools on urinary and bowel habits, which included questions from the Paediatric Lower Urinary Tract Scoring System (PLUTSS) diagnostic questionnaire and grading of the lower urinary tract dysfunctions. The enuresis was diagnosed using the International Children's Continence Society (ICSS), and if it was also associated with diurnal symptoms, it was also classified as non-monosymptomatic enuresis. The constipation was evaluated using the Rome III criteria and the adapted Bristol stool scale.
Results: A total of 772 questionnaires were included in the study. The prevalence of constipation was 20% and that of enuresis was 9.1% (62.9% monosymptomatic enuresis and 37.1% non-monosymptomatic), with the prevalence of bladder-bowel dysfunction being 5.2%. It was observed that constipation had no influence on the presence of monosymptomatic enuresis, but it did have an influence on non-monosymptomatic enuresis and lower urinary tract dysfunctions, where it was a significant risk factor.
Conclusions: The differential diagnosis between monosymptomatic and non-monosymptomatic enuresis is essential in the initial evaluation of the patient with enuresis, since the therapeutic management and the characteristics of both disorders are different, with constipation only being a risk factor in cases of non-monosymptomatic enuresis."
18,Cerebrotendinous xanthomatosis-associated diarrhea and response to chenodeoxycholic acid treatment,JIMD Rep,Eric P Brass,https://doi.org/10.1002/jmd2.12163,"Background: In patients with cerebrotendinous xanthomatosis (CTX), chronic diarrhea is one of the earliest and main symptoms of the disease. In the current study, we evaluated the characteristics of the diarrhea and its response to chenodeoxycholic acid (CDCA) therapy in a cohort of Dutch CTX patients.
Methods: We performed a retrospective review of medical records for 33 genetically confirmed CTX patients, and abstracted the characteristics of the diarrhea and the response to CDCA therapy (15 mg/kg/day up to 750 mg/day). The Bristol Stool Scale (BSS) was used for qualitative characterization of the stool.
Results: Twenty-five patients had diarrhea documented at baseline (76%). Of these patients, 10 had diarrhea rated as 6 (fluffy pieces with ragged edges, a mushy stool), and 6 had diarrhea rated as 7 (watery, no solid pieces, entirely liquid) using the BSS. In 10 patients for whom data were recorded, the median stool frequency at baseline was 3 per day (range 2-6 per day). The response rate with CDCA for diarrhea resolution was 100% based on at least one post-baseline visit without diarrhea and 95% as assessed at the first post-baseline visit. In 68% of cases resolution was complete and sustained as no episodes of diarrhea were documented for follow-up periods as long as 25 years.
Conclusions: Chronic diarrhea persisting for years without spontaneous remission is a common feature of CTX at diagnosis. Chenodeoxycholic acid is an effective treatment for symptomatic relief of diarrhea in patients with CTX."
19,Lactobacillus reuteri DSM 17938 and Magnesium Oxide in Children with Functional Chronic Constipation: A Double-Blind and Randomized Clinical Trial,Nutrients,Megumi Kubota,https://doi.org/10.3390/nu12010225,"Objective: Chronic functional constipation is a frequent condition. The aim of the study was to evaluate the efficacy of the probiotic Lactobacillus (L.) reuteri DSM 17938 and magnesium oxide (MgO) for relieving chronic functional constipation in children.
Study design: A prospective, double-blind, placebo-controlled, randomized, and parallel-group trial was conducted in five pediatric outpatient clinics in Japan. Sixty patients who were more than six months old and under six years of age with a diagnosis of functional constipation according to Rome IV criteria were randomly divided into three groups: group A (n = 20) received L. reuteri DSM 17938 and lactose hydrate as a placebo of MgO; group B (n = 19) received L. reuteri DSM 17938 and MgO; and group C (n = 21) received a placebo of L. reuteri DSM 17938 and MgO.
Results: All three groups exhibited significant improvement in defecation frequency in the fourth week compared with the baseline condition (group A: p < 0.05; group B: p < 0.05; group C: p < 0.05). The MgO group and combination group showed a significant decrease in stool consistency, but the L. reuteri DSM 17938 group did not (group A: p = 0.079; group B: p < 0.05; group C: p < 0.05). MgO significantly suppressed the presence of the genus Dialister. Defecation frequency negatively correlated with the frequency of Clostridiales-belonging bacteria among the gut microbiome.
Conclusions: L. rueteri DSM 17938 and MgO were both effective in the management of functional constipation in young children. MgO caused an imbalance in the gastrointestinal microbiome, which was not the case in the probiotic group."
20,The effect of 'Zesy002' kiwifruit ( Actinidia chinensis var. chinensis) on gut health function: a randomised cross-over clinical trial,J Nutr Sci,Sarah L Eady,https://doi.org/10.1017/jns.2019.14,"Functional gastrointestinal disorders including constipation affect up to 14 % of the world's population. Treatment is difficult and challenging resulting in a need for alternative safe and effective therapies. The present study investigated whether daily consumption of three gold-fleshed kiwifruit could alleviate constipation and improve gastrointestinal discomfort in mildly constipated individuals with and without pain. A total of thirty-two participants were enrolled in a 16-week randomised, single-blind, crossover study. Participants received either three 'Zesy002' kiwifruit or 14·75 g Metamucil® (5 g dietary fibre/d (a positive control)) for 4 weeks each with a 4-week washout between treatments. A 2-week washout period was included at the beginning and end of the study. Daily bowel habit diaries were kept throughout the study. The primary outcome measure was differences in the number of complete spontaneous bowel movements (CSBM). Secondary outcome measures were bowel movement frequency and stool form as well as digestive symptoms and comfort. The number of CSBM per week was significantly greater during daily consumption of three kiwifruit compared with the baseline (6·3 v. 3·3; P < 0·05) and the Metamucil® treatment (6·3 v. 4·5; P < 0·05). Stool consistency was also improved, with kiwifruit producing softer stools and less straining (P < 0·05). Gastrointestinal discomfort was also improved compared with baseline for abdominal pain, constipation and indigestion (P < 0·05) during the kiwifruit intervention and constipation during the Metamucil® intervention (P < 0·05). This randomised controlled trial demonstrates that daily consumption of three gold-fleshed kiwifruit is associated with a significant increase of two CSBM per week and reduction in gastrointestinal discomfort in mildly constipated adults."
21,Atopic Dermatitis in Adults and Irritable Bowel Syndrome: A Cross-sectional Study,Indian J Dermatol,Z Gizem Kaya İslamoğlu,https://doi.org/10.4103/ijd.ijd_490_18,"Background: Irritable bowel syndrome (IBS) is a chronic functional gastrointestinal disorder affecting a large number of people in the world. Atopic dermatitis (AD) is a common inflammatory skin condition characterized by relapsing eczematous lesions in a typical distribution. It was first described in 1933 but exists since antiquity.
Aim and objectives: To determine the relationship between AD and IBS.
Materials and methods: A total of 109 patients with AD and 100 healthy controls were included in the study. They were defined for diagnosis of IBS according to ROME-III diagnostic criteria. Supporting findings, Bristol stool scale, frequency of defecation and history of AD and IBS were also evaluated. AD severity was assessed using Severity Scoring of Atopic Dermatitis index.
Results: A total of 62 patients (56.9%) in the AD group and 28 patients (28%) in the control group were diagnosed with IBS (P<0.001). Supportive findings excluding abnormal stool frequency and passage of mucus were more frequent in AD patients. There was no significant relationship between disease severity according to SCORAD index and variables in AD patients.
Conclusions: This is a rather uncultivated area in the field of AD. We observed that IBS was more common in AD group. Also, supporting findings like abnormal stool form, abdominal distension, feeling of incomplete evacuation, and straining were found more frequently in AD patients. These results may indicate the association between AD and IBS. In our opinion, patients with atopic dermatitis should be questioned in terms of IBS."
22,Comparative effects of A1 versus A2 beta-casein on gastrointestinal measures: a blinded randomised cross-over pilot study,Eur J Clin Nutr,S Ho,https://doi.org/10.1038/ejcn.2014.127,"Background/objectives: At present, there is debate about the gastrointestinal effects of A1-type beta-casein protein in cows' milk compared with the progenitor A2 type. In vitro and animal studies suggest that digestion of A1 but not A2 beta-casein affects gastrointestinal motility and inflammation through the release of beta-casomorphin-7. We aimed to evaluate differences in gastrointestinal effects in a human adult population between milk containing A1 versus A2 beta-casein.
Subjects/methods: Forty-one females and males were recruited into this double-blinded, randomised 8-week cross-over study. Participants underwent a 2-week dairy washout (rice milk replaced dairy), followed by 2 weeks of milk (750 ml/day) that contained beta-casein of either A1 or A2 type before undergoing a second washout followed by a final 2 weeks of the alternative A1 or A2 type milk.
Results: The A1 beta-casein milk led to significantly higher stool consistency values (Bristol Stool Scale) compared with the A2 beta-casein milk. There was also a significant positive association between abdominal pain and stool consistency on the A1 diet (r=0.520, P=0.001), but not the A2 diet (r=-0.13, P=0.43). The difference between these two correlations (0.52 versus -0.13) was highly significant (P<0.001). Furthermore, some individuals may be susceptible to A1 beta-casein, as evidenced by higher faecal calprotectin values and associated intolerance measures.
Conclusions: These preliminary results suggest differences in gastrointestinal responses in some adult humans consuming milk containing beta-casein of either the A1 or the A2 beta-casein type, but require confirmation in a larger study of participants with perceived intolerance to ordinary A1 beta-casein-containing milk."
23,"Therapeutic potential of an anaerobic cultured human intestinal microbiota, ACHIM, for treatment of IBS",Best Pract Res Clin Gastroenterol,P Benno,https://doi.org/10.1016/j.bpg.2019.03.003,"By administering an anaerobic cultivated human intestinal microbiota (ACHIM) via upper gastrointestinal route using endoscopy we aimed to rectify intestinal dysbiosis and simultaneously achieve a treatment response in IBS patients. The study population fulfilled the Rome III IBS criteria and comprised 50 patients. During 10 days, patients recorded the irritable bowel syndrome symptom severity scale (IBS-SSS) along with the Bristol stool scale and number of stools/day. The enrolled patients were categorized as follows: 37 with diarrhea, 5 with constipation and 8 with mixed symptoms. The treatment response showed reduction in a majority of patients, 32 of which with 50-point reduction of IBS-SSS and 21 with a 100-point IBS-SSS reduction. The percentage improvement was 36 (23-49) and 28 (18-38) for women and men respectively. Short-chain fatty acids were not changed. We consider fecal microbiota transplantation in the form of ACHIM as an option for the future therapeutic armamentarium in IBS. REGISTERED TRIAL: www.clinicaltrials.gov NCT02857257."
